id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
23880,Kindergarten,Male,White,3,No,No,Not Applicable,English,0,0,0,2
23881,7th Grade,Female,Native,2.33,Yes,No,Not Applicable,English,0,0,0,2
23882,4th Grade,Male,White,3.67,Yes,No,Not Applicable,English,1,1,3,14
23883,8th Grade,Male,White,3.33,No,No,Not Applicable,English,1,1,4,13
23884,7th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
23885,Pre-K,Male,White,3.33,Yes,No,Not Applicable,Spanish,,,,39
23886,8th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
23887,3rd Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,2
23888,3rd Grade,Female,Black,2,No,No,Not Applicable,English,3,3,3,14
23889,1st Grade,Male,Hispanic,3,Yes,Yes,Speech/Language Impairments,English,2,2,5,6
23890,10th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,1,5
23891,7th Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,3
23892,12th Grade,Male,White,3.33,Yes,No,Not Applicable,Other,0,0,0,4
23893,3rd Grade,Female,White,3,No,Yes,Specific Learning Disability,Chinese,0,0,0,1
23894,8th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
23895,6th Grade,Female,White,2,No,Yes,Specific Learning Disability,English,0,0,0,4
23896,11th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
23897,10th Grade,Female,White,2.67,Yes,No,Not Applicable,English,2,2,3,14
23898,1st Grade,Male,White,3.33,No,Yes,Speech/Language Impairments,English,0,0,0,2
23899,11th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,1
23900,1st Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,4
23901,6th Grade,Female,Black,2,No,No,Not Applicable,English,0,0,0,2
23902,1st Grade,Female,Hispanic,3,No,No,Not Applicable,English,9,5,4,9
23903,4th Grade,Male,White,3,No,Yes,Autism,English,0,0,2,2
23904,1st Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,2
23905,4th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
23906,3rd Grade,Male,Black,3,Yes,No,Not Applicable,English,3,3,3,6
23907,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,5
23908,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
23909,Pre-K,Male,Black,3.33,No,No,Not Applicable,English,0,0,0,4
23910,Kindergarten,Male,Black,2.33,Yes,No,Not Applicable,English,0,0,0,1
23911,10th Grade,Female,White,3.67,Yes,No,Not Applicable,Spanish,0,0,0,1
23912,12th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,1
23913,10th Grade,Male,White,1.67,No,No,Not Applicable,English,6,10,17,14
23914,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
23915,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
23916,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
23917,1st Grade,Male,White,2.33,Yes,No,Not Applicable,English,,,,8
23918,2nd Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,2
23919,6th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,0
23920,6th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,1
23921,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,,,,17
23922,4th Grade,Male,White,3,Yes,Yes,Other,Other,0,0,0,0
23923,11th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
23924,4th Grade,Male,White,2,Yes,Yes,Other,English,0,0,0,1
23925,9th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,4
23926,2nd Grade,Female,White,3,Yes,Yes,Emotional Disturbance,Spanish,0,0,0,1
23927,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
23928,9th Grade,Female,White,2.67,Yes,No,Not Applicable,Other,0,0,0,0
23929,11th Grade,Male,Hispanic,2.33,No,Yes,Specific Learning Disability,English,0,0,0,1
23930,9th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,3
23931,12th Grade,Male,Hispanic,3.67,No,No,Not Applicable,English,0,0,0,3
23932,8th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,3
23933,12th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,2
23934,1st Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,3
23935,8th Grade,Male,White,3.33,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,2
23936,11th Grade,Female,White,3,Yes,Yes,Speech/Language Impairments,Spanish,0,0,0,0
23937,4th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,0
23938,11th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,2,3
23939,7th Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,5
23940,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
23941,12th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,0
23942,Pre-K,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
23943,7th Grade,Female,,2.33,No,No,Not Applicable,Spanish,0,0,0,0
23944,1st Grade,Male,Black,3,No,No,Not Applicable,English,0,0,0,4
23945,10th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Vietnamese,0,0,0,2
23946,Pre-K,Female,White,2.33,No,No,Not Applicable,Spanish,0,0,0,2
23947,1st Grade,Female,White,2.33,No,No,Not Applicable,Spanish,0,0,0,1
23948,Kindergarten,Female,Black,1.67,No,No,Not Applicable,English,4,3,10,11
23949,8th Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,1
23950,11th Grade,Female,Black,2,No,No,Not Applicable,English,4,3,3,11
23951,11th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,1
23952,7th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,2
23953,3rd Grade,Male,Black,2.67,No,No,Not Applicable,Spanish,0,0,0,1
23954,11th Grade,Male,White,3.67,No,No,Not Applicable,Spanish,0,0,0,0
23955,9th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
23956,8th Grade,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,0,0
23957,7th Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,1
23958,10th Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,4
23959,3rd Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
23960,6th Grade,Male,Multi-racial,3,No,Yes,Autism,English,0,0,0,2
23961,1st Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,0
23962,4th Grade,Female,Multi-racial,2.33,Yes,Yes,Speech/Language Impairments,English,3,3,3,6
23963,6th Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,3
23964,11th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
23965,11th Grade,Male,Black,3.67,No,No,Not Applicable,English,0,0,0,1
23966,6th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
23967,2nd Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,3
23968,8th Grade,Male,Black,2.33,No,No,Not Applicable,Spanish,0,0,0,1
23969,1st Grade,Female,White,3.67,Yes,No,Not Applicable,Other,0,0,0,3
23970,2nd Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,1
23971,Kindergarten,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,,,,54
23972,8th Grade,Male,Asian,3,No,No,Not Applicable,Spanish,0,0,0,1
23973,9th Grade,Female,White,2.67,No,Yes,Speech/Language Impairments,Other,0,0,0,3
23974,11th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
23975,Kindergarten,Female,Hispanic,3.33,Yes,No,Not Applicable,English,,,,14
23976,9th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
23977,7th Grade,Male,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,3
23978,6th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,2
23979,7th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
23980,4th Grade,Male,Hispanic,3.33,No,No,Not Applicable,Spanish,1,1,1,15
23981,Kindergarten,Female,Hispanic,4,No,No,Not Applicable,English,0,0,0,1
23982,2nd Grade,Male,White,4,Yes,Yes,Specific Learning Disability,English,0,0,0,3
23983,9th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,4
23984,5th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,1,1
23985,7th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,3
23986,2nd Grade,Female,Black,3.33,No,No,Not Applicable,English,0,0,0,1
23987,9th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
23988,2nd Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,4
23989,4th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,4
23990,5th Grade,Male,White,2,No,No,Not Applicable,Spanish,0,0,0,0
23991,10th Grade,Male,,3.67,Yes,No,Not Applicable,English,0,0,0,2
23992,11th Grade,Male,Black,2,Yes,No,Not Applicable,Other,0,0,0,2
23993,10th Grade,Male,Hispanic,2,Yes,No,Not Applicable,English,0,0,0,3
23994,10th Grade,Male,Black,2.67,Yes,No,Not Applicable,Spanish,0,0,0,2
23995,Kindergarten,Male,White,3.33,No,No,Not Applicable,English,0,0,0,5
23996,5th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
23997,12th Grade,,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,5
23998,5th Grade,Female,Black,3.33,No,No,Not Applicable,English,2,2,1,6
23999,2nd Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,0
24000,2nd Grade,Female,Hispanic,2.33,No,No,Not Applicable,Chinese,0,0,0,2
24001,10th Grade,Male,Black,2.33,No,No,Not Applicable,Other,1,1,3,7
24002,1st Grade,Female,White,2.67,No,No,Not Applicable,English,1,1,5,6
24003,12th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,1
24004,8th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,4
24005,Kindergarten,Male,White,2.33,No,No,Not Applicable,English,0,0,0,2
24006,6th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
24007,6th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,4
24008,4th Grade,Male,White,2,Yes,No,Not Applicable,English,2,2,1,6
24009,8th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,5,4,1,11
24010,Pre-K,Male,White,2.67,Yes,Yes,Other,English,0,0,0,2
24011,2nd Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,4
24012,7th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
24013,8th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,3
24014,12th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
24015,5th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
24016,12th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
24017,8th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,0
24018,6th Grade,Female,White,3,Yes,Yes,Developmental Delay,English,0,0,0,5
24019,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
24020,Kindergarten,Male,Asian,3,Yes,No,Not Applicable,English,0,0,0,0
24021,7th Grade,Female,Hispanic,3,Yes,Yes,Specific Learning Disability,English,0,0,0,1
24022,5th Grade,Female,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,0
24023,2nd Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,2,7,10,7
24024,12th Grade,Male,White,2.67,No,No,Not Applicable,English,,,,11
24025,4th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,0
24026,2nd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
24027,8th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,1
24028,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,2,1
24029,12th Grade,Female,White,3,Yes,Yes,Specific Learning Disability,English,0,0,0,4
24030,9th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,0
24031,1st Grade,Female,White,2.33,No,No,Not Applicable,Other,2,2,1,7
24032,12th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,0
24033,6th Grade,Male,White,3.33,Yes,No,Not Applicable,Other,0,0,0,4
24034,3rd Grade,Male,White,2.33,No,No,Not Applicable,English,,,,42
24035,10th Grade,Male,Asian,2.33,No,No,Not Applicable,English,,,,25
24036,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
24037,5th Grade,Male,Black,3.33,No,No,Not Applicable,English,0,0,0,2
24038,5th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,0
24039,Kindergarten,Female,White,3,Yes,No,Not Applicable,English,0,0,0,0
24040,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
24041,6th Grade,,Hispanic,3,No,No,Not Applicable,English,0,0,0,1
24042,1st Grade,Male,Native,2.67,No,No,Not Applicable,Spanish,0,0,0,4
24043,5th Grade,Female,White,3,No,Yes,Emotional Disturbance,Spanish,0,0,0,1
24044,7th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,,,,21
24045,2nd Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,2
24046,3rd Grade,Female,Black,2.67,No,No,Not Applicable,Other,0,0,0,4
24047,3rd Grade,Female,White,2.67,Yes,No,Not Applicable,Other,0,0,0,2
24048,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
24049,1st Grade,Female,Asian,3.33,Yes,No,Not Applicable,English,0,0,0,1
24050,1st Grade,Male,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,2,1
24051,8th Grade,Male,White,2.33,No,Yes,Intellectual Disability,English,0,0,0,1
24052,Kindergarten,Female,White,2.33,No,No,Not Applicable,Spanish,0,0,0,1
24053,4th Grade,Male,White,3,No,No,Not Applicable,Other,,,,6
24054,8th Grade,Female,White,2,No,No,Not Applicable,English,2,9,6,14
24055,8th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,2
24056,3rd Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,0
24057,6th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
24058,2nd Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,4
24059,4th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
24060,9th Grade,Female,White,2.33,No,No,Not Applicable,Spanish,1,1,1,7
24061,Pre-K,Male,White,2.33,No,No,Not Applicable,English,0,0,0,5
24062,12th Grade,Male,Black,2.67,Yes,No,Not Applicable,Spanish,0,0,0,1
24063,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
24064,11th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,0
24065,11th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
24066,10th Grade,Female,White,2,Yes,No,Not Applicable,German,,,,19
24067,2nd Grade,Male,Hispanic,2.67,No,Yes,Autism,English,0,0,0,0
24068,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,0
24069,7th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,0
24070,9th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,1
24071,3rd Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,1
24072,2nd Grade,Female,White,3,Yes,No,Not Applicable,Other,0,0,0,4
24073,2nd Grade,Female,Asian,3.33,No,Yes,Specific Learning Disability,English,0,0,0,4
24074,7th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,1,1
24075,5th Grade,Female,White,2.67,No,Yes,Autism,Spanish,3,3,1,7
24076,3rd Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,5
24077,2nd Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
24078,Kindergarten,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,2
24079,11th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,1
24080,10th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,0
24081,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
24082,3rd Grade,Female,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,3
24083,7th Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,4
24084,3rd Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,1
24085,3rd Grade,Female,White,3,Yes,No,Not Applicable,English,1,1,1,11
24086,12th Grade,Female,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,1,1
24087,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,4
24088,5th Grade,Male,White,3,No,Yes,Specific Learning Disability,English,0,0,0,2
24089,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
24090,12th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
24091,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
24092,4th Grade,Female,Multi-racial,2.33,Yes,No,Not Applicable,Other,0,0,0,0
24093,8th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,2
24094,6th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,1,4
24095,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
24096,9th Grade,Male,Hispanic,2.67,Yes,Yes,Emotional Disturbance,English,0,0,0,5
24097,Pre-K,Male,Black,2.33,Yes,No,Not Applicable,English,0,0,0,3
24098,3rd Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,2
24099,2nd Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,5
24100,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
24101,5th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,0
24102,6th Grade,,White,3.33,Yes,No,Not Applicable,Other,0,0,0,3
24103,2nd Grade,Female,Hispanic,2,Yes,No,Not Applicable,English,0,0,0,2
24104,9th Grade,Male,Black,3,Yes,Yes,Specific Learning Disability,English,0,0,0,1
24105,11th Grade,Female,White,3,Yes,No,Not Applicable,Other,0,0,0,1
24106,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
24107,2nd Grade,Female,White,2,No,Yes,Specific Learning Disability,English,0,0,0,4
24108,9th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,0
24109,Kindergarten,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
24110,8th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,3
24111,1st Grade,Female,Asian,2.67,Yes,Yes,Speech/Language Impairments,Spanish,0,0,0,1
24112,Kindergarten,Female,Hispanic,2.67,No,No,Not Applicable,Spanish,0,0,0,2
24113,11th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,Spanish,0,0,0,3
24114,4th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,3
24115,10th Grade,Female,White,3,No,Yes,Speech/Language Impairments,Arabic,0,0,0,1
24116,9th Grade,Male,White,4,No,No,Not Applicable,Spanish,0,0,0,1
24117,4th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,1
24118,8th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,0
24119,3rd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
24120,8th Grade,Male,Asian,2.33,Yes,No,Not Applicable,English,0,0,0,1
24121,12th Grade,Female,White,2.67,Yes,No,Not Applicable,Chinese,0,0,0,4
24122,8th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,0
24123,4th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
24124,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
24125,11th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
24126,2nd Grade,Male,White,2,Yes,Yes,Autism,English,0,0,0,1
24127,7th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
24128,3rd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
24129,11th Grade,Female,Multi-racial,3.67,No,No,Not Applicable,Other,0,0,0,0
24130,11th Grade,Female,White,3,No,No,Not Applicable,English,2,2,9,7
24131,11th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,5
24132,8th Grade,Female,White,2.67,Yes,Yes,Specific Learning Disability,English,0,0,0,1
24133,1st Grade,Male,Black,3,No,No,Not Applicable,Other,0,0,0,0
24134,5th Grade,Male,White,3,Yes,Yes,Specific Learning Disability,English,0,0,0,1
24135,4th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,1
24136,8th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,1
24137,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,1,2,1,6
24138,3rd Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,4
24139,9th Grade,Female,Asian,2.67,Yes,No,Not Applicable,English,0,0,0,4
24140,8th Grade,Female,White,3.67,Yes,Yes,Autism,Spanish,0,0,0,1
24141,2nd Grade,Male,Black,3,No,No,Not Applicable,English,0,0,0,0
24142,5th Grade,Female,White,3.33,No,No,Not Applicable,English,1,1,2,6
24143,10th Grade,Male,White,2.67,Yes,No,Not Applicable,English,7,5,5,9
24144,6th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,0
24145,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,1,2
24146,8th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,2
24147,1st Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,1
24148,3rd Grade,Male,White,2.67,No,Yes,Emotional Disturbance,English,0,0,2,1
24149,7th Grade,Female,White,2.67,No,No,Not Applicable,Chinese,0,0,0,3
24150,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
24151,3rd Grade,Male,Hispanic,3,No,Yes,Other,English,0,0,0,1
24152,11th Grade,Male,Asian,2.33,Yes,No,Not Applicable,Other,0,0,0,0
24153,11th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
24154,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,1,1,3,14
24155,7th Grade,Male,White,3.33,No,No,Not Applicable,English,2,2,1,11
24156,Kindergarten,Female,White,2.33,No,No,Not Applicable,Spanish,0,0,0,1
24157,Kindergarten,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,1
24158,12th Grade,Female,Hispanic,2.33,Yes,Yes,Specific Learning Disability,English,0,0,0,3
24159,5th Grade,Female,White,2.33,No,No,Not Applicable,Spanish,0,0,0,1
24160,7th Grade,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,0,3
24161,7th Grade,Female,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,0
24162,1st Grade,Female,White,2,No,No,Not Applicable,Spanish,0,0,0,0
24163,10th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,2
24164,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
24165,12th Grade,Male,Asian,3,No,No,Not Applicable,English,0,0,0,0
24166,8th Grade,Female,Hispanic,2.67,No,No,Not Applicable,Spanish,0,0,0,2
24167,9th Grade,Male,Black,2.67,No,No,Not Applicable,Spanish,0,0,0,1
24168,6th Grade,Male,Hispanic,2.67,No,No,Not Applicable,Spanish,0,0,0,2
24169,2nd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,0
24170,7th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
24171,2nd Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,0
24172,7th Grade,Male,Multi-racial,2.33,Yes,No,Not Applicable,English,0,0,0,0
24173,5th Grade,Female,Multi-racial,3,No,Yes,Specific Learning Disability,English,0,0,0,4
24174,10th Grade,Female,White,4,Yes,No,Not Applicable,English,0,0,0,0
24175,9th Grade,Female,,3.33,Yes,No,Not Applicable,English,0,0,0,0
24176,7th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,2
24177,9th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,0
24178,9th Grade,Female,Black,2.33,Yes,No,Not Applicable,Spanish,0,0,0,2
24179,3rd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
24180,6th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,1,4
24181,5th Grade,Female,Hispanic,2,No,No,Not Applicable,English,0,0,0,5
24182,7th Grade,Female,Black,2,No,No,Not Applicable,Spanish,0,0,1,2
24183,12th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,2,3
24184,10th Grade,Male,White,3.33,No,No,Not Applicable,Other,0,0,1,1
24185,2nd Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,2
24186,Kindergarten,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,5
24187,1st Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
24188,4th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,4
24189,1st Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,4
24190,12th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,3
24191,5th Grade,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,3,8,7,7
24192,7th Grade,Male,Black,2.33,Yes,No,Not Applicable,Other,0,0,0,1
24193,12th Grade,Female,White,3,No,No,Not Applicable,English,3,3,5,12
24194,11th Grade,Male,White,3,Yes,Yes,Specific Learning Disability,English,0,0,0,3
24195,5th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
24196,3rd Grade,Female,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,1
24197,8th Grade,Male,White,2.33,No,No,Not Applicable,Russian,0,0,0,1
24198,7th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,0
24199,12th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,0
24200,Pre-K,Male,White,2.67,Yes,No,Not Applicable,Spanish,1,1,3,13
24201,9th Grade,Male,White,3.67,No,No,Not Applicable,Spanish,0,0,0,4
24202,3rd Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,2
24203,4th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
24204,12th Grade,Male,,3.33,Yes,No,Not Applicable,English,0,0,0,1
24205,7th Grade,Female,White,3,Yes,Yes,Other,Other,0,0,0,0
24206,1st Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,2
24207,4th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,2
24208,8th Grade,Male,Hispanic,3.67,No,No,Not Applicable,English,0,0,0,4
24209,9th Grade,Female,Native,2.67,Yes,No,Not Applicable,English,0,0,0,4
24210,7th Grade,Female,White,1.67,Yes,No,Not Applicable,English,0,0,2,4
24211,1st Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
24212,8th Grade,Female,Pacific Islander,2.33,Yes,No,Not Applicable,Spanish,0,0,0,5
24213,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,0
24214,3rd Grade,Female,White,3.67,No,No,Not Applicable,English,,,,18
24215,4th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
